Season,Slot,StrongSeed,WeakSeed,Round,TeamID_Strong,TeamName_Strong,TeamID_Weak,TeamName_Weak,TeamID_Winner,Strong_Win,Orig_Seed_Strong,Orig_Seed_Weak,Matchup,Round_v2,comp,Key,Win_Prob,RPI_Strong,RPI_Weak,RPI_Strong_Dummy,RPI_Weak_Dummy,Win_Prob_glm,Win_Prob_gbm
2018,R3W1,R2W1,R2W4,3,1439,Virginia Tech,1293,Murray St,1293,0,8,12,4,3,-1,304,0.2931034482758621,61,48,1,1,0.6355994512500174,0.3198429346084595
2018,R3W1,R2W1,R2W4,3,1347,Radford,1293,Murray St,1347,1,16,12,4,3,-1,304,0.2931034482758621,128,48,1,1,0.2686930580653774,0.16497012972831726
2018,R3W1,R2W1,R2W4,3,1347,Radford,1293,Murray St,1293,0,16,12,4,3,1,304,0.7068965517241379,128,48,1,1,0.2686930580653774,0.16497012972831726
2018,R2W4,R1W4,R1W5,2,1267,Marshall,1293,Murray St,1267,1,13,12,1,2,-1,201,0.42168674698795183,87,48,1,1,0.41551330286870614,0.24490158259868622
2018,R2W4,R1W4,R1W5,2,1267,Marshall,1293,Murray St,1293,0,13,12,1,2,1,201,0.5783132530120482,87,48,1,1,0.41551330286870614,0.24490158259868622
2018,R3W1,R2W1,R2W4,3,1104,Alabama,1293,Murray St,1104,1,9,12,3,3,1,303,0.6486486486486487,42,48,1,1,0.6207164713639387,0.5550922155380249
2018,R3W1,R2W1,R2W4,3,1104,Alabama,1293,Murray St,1293,0,9,12,3,3,-1,303,0.3513513513513513,42,48,1,1,0.6207164713639387,0.5550922155380249
2018,R4W1,R3W1,R3W2,4,1437,Villanova,1345,Purdue,1437,1,1,2,1,3,1,301,0.5808823529411765,2,9,1,1,0.5468914879290001,0.6276728510856628
2018,R4W1,R3W1,R3W2,4,1437,Villanova,1345,Purdue,1345,0,1,2,1,3,-1,301,0.4191176470588235,2,9,1,1,0.5468914879290001,0.6276728510856628
2018,R4W1,R3W1,R3W2,4,1455,Wichita St,1345,Purdue,1455,1,4,2,2,3,-1,302,0.45833333333333337,16,9,1,1,0.4151424072045761,0.4502592086791992
2018,R4W1,R3W1,R3W2,4,1455,Wichita St,1345,Purdue,1345,0,4,2,2,3,1,302,0.5416666666666666,16,9,1,1,0.4151424072045761,0.4502592086791992
2018,R4W1,R3W1,R3W2,4,1452,West Virginia,1345,Purdue,1452,1,5,2,3,3,-1,303,0.3513513513513513,27,9,1,1,0.36586368482869197,0.41679516434669495
2018,R4W1,R3W1,R3W2,4,1452,West Virginia,1345,Purdue,1345,0,5,2,3,3,1,303,0.6486486486486487,27,9,1,1,0.36586368482869197,0.41679516434669495
2018,R4W1,R3W1,R3W2,4,1439,Virginia Tech,1345,Purdue,1439,1,8,2,6,3,-1,306,0.33333333333333337,61,9,1,1,0.2356719017711686,0.18651661276817322
2018,R4W1,R3W1,R3W2,4,1439,Virginia Tech,1345,Purdue,1345,0,8,2,6,3,1,306,0.6666666666666666,61,9,1,1,0.2356719017711686,0.18651661276817322
2018,R4W1,R3W1,R3W2,4,1347,Radford,1345,Purdue,1347,1,16,2,14,3,-1,314,0.5,128,9,1,1,0.060988921824315784,0.05384030565619469
2018,R4W1,R3W1,R3W2,4,1347,Radford,1345,Purdue,1345,0,16,2,14,3,1,314,0.5,128,9,1,1,0.060988921824315784,0.05384030565619469
2018,R4W1,R3W1,R3W2,4,1267,Marshall,1345,Purdue,1267,1,13,2,11,3,-1,311,0.0,87,9,1,1,0.11164067566109553,0.11208248138427734
2018,R4W1,R3W1,R3W2,4,1267,Marshall,1345,Purdue,1345,0,13,2,11,3,1,311,1.0,87,9,1,1,0.11164067566109553,0.11208248138427734
2018,R4W1,R3W1,R3W2,4,1104,Alabama,1345,Purdue,1104,1,9,2,7,3,-1,307,0.3529411764705882,42,9,1,1,0.2243870658833876,0.3267834782600403
2018,R4W1,R3W1,R3W2,4,1104,Alabama,1345,Purdue,1345,0,9,2,7,3,1,307,0.6470588235294118,42,9,1,1,0.2243870658833876,0.3267834782600403
2018,R4W1,R3W1,R3W2,4,1293,Murray St,1345,Purdue,1293,1,12,2,10,3,-1,310,0.5,48,9,1,1,0.15022065770708984,0.24303914606571198
2018,R4W1,R3W1,R3W2,4,1293,Murray St,1345,Purdue,1345,0,12,2,10,3,1,310,0.5,48,9,1,1,0.15022065770708984,0.24303914606571198
2018,R4W1,R3W1,R3W2,4,1437,Villanova,1168,CS Fullerton,1437,1,1,15,14,3,1,314,0.5,2,131,1,1,0.9416941980093927,0.9868387579917908
2018,R4W1,R3W1,R3W2,4,1437,Villanova,1168,CS Fullerton,1168,0,1,15,14,3,-1,314,0.5,2,131,1,1,0.9416941980093927,0.9868387579917908
2018,R1W2,W02,W15,1,1345,Purdue,1168,CS Fullerton,1345,1,2,15,13,1,1,113,0.9411764705882352,9,131,1,1,0.930465386701259,0.9733961224555969
2018,R1W2,W02,W15,1,1345,Purdue,1168,CS Fullerton,1168,0,2,15,13,1,-1,113,0.05882352941176483,9,131,1,1,0.930465386701259,0.9733961224555969
2018,R4W1,R3W1,R3W2,4,1455,Wichita St,1168,CS Fullerton,1455,1,4,15,11,3,1,311,1.0,16,131,1,1,0.904746534874922,0.9601128697395325
2018,R4W1,R3W1,R3W2,4,1455,Wichita St,1168,CS Fullerton,1168,0,4,15,11,3,-1,311,0.0,16,131,1,1,0.904746534874922,0.9601128697395325
2018,R4W1,R3W1,R3W2,4,1452,West Virginia,1168,CS Fullerton,1452,1,5,15,10,3,1,310,0.5,27,131,1,1,0.8853254391024871,0.9515723586082458
2018,R4W1,R3W1,R3W2,4,1452,West Virginia,1168,CS Fullerton,1168,0,5,15,10,3,-1,310,0.5,27,131,1,1,0.8853254391024871,0.9515723586082458
2018,R4W1,R3W1,R3W2,4,1439,Virginia Tech,1168,CS Fullerton,1439,1,8,15,7,3,1,307,0.6470588235294118,61,131,1,1,0.8049153675120426,0.8381942510604858
2018,R4W1,R3W1,R3W2,4,1439,Virginia Tech,1168,CS Fullerton,1168,0,8,15,7,3,-1,307,0.3529411764705882,61,131,1,1,0.8049153675120426,0.8381942510604858
2018,R4W1,R3W1,R3W2,4,1347,Radford,1168,CS Fullerton,1347,1,16,15,1,3,-1,301,0.4191176470588235,128,131,1,1,0.46498868515601444,0.7273662090301514
2018,R4W1,R3W1,R3W2,4,1347,Radford,1168,CS Fullerton,1168,0,16,15,1,3,1,301,0.5808823529411765,128,131,1,1,0.46498868515601444,0.7273662090301514
2018,R4W1,R3W1,R3W2,4,1267,Marshall,1168,CS Fullerton,1267,1,13,15,2,3,1,302,0.5416666666666666,87,131,1,1,0.6270938357805582,0.78592449426651
2018,R4W1,R3W1,R3W2,4,1267,Marshall,1168,CS Fullerton,1168,0,13,15,2,3,-1,302,0.45833333333333337,87,131,1,1,0.6270938357805582,0.78592449426651
2018,R4W1,R3W1,R3W2,4,1104,Alabama,1168,CS Fullerton,1104,1,9,15,6,3,1,306,0.6666666666666666,42,131,1,1,0.7947141592688768,0.9436624646186829
2018,R4W1,R3W1,R3W2,4,1104,Alabama,1168,CS Fullerton,1168,0,9,15,6,3,-1,306,0.33333333333333337,42,131,1,1,0.7947141592688768,0.9436624646186829
2018,R4W1,R3W1,R3W2,4,1293,Murray St,1168,CS Fullerton,1293,1,12,15,3,3,1,303,0.6486486486486487,48,131,1,1,0.7028671934885666,0.9184983968734741
2018,R4W1,R3W1,R3W2,4,1293,Murray St,1168,CS Fullerton,1168,0,12,15,3,3,-1,303,0.3513513513513513,48,131,1,1,0.7028671934885666,0.9184983968734741
2018,R4W1,R3W1,R3W2,4,1437,Villanova,1116,Arkansas,1437,1,1,7,6,3,1,306,0.6666666666666666,2,30,1,1,0.7430212192497304,0.8199540376663208
2018,R4W1,R3W1,R3W2,4,1437,Villanova,1116,Arkansas,1116,0,1,7,6,3,-1,306,0.33333333333333337,2,30,1,1,0.7430212192497304,0.8199540376663208
2018,R2W2,R1W2,R1W7,2,1345,Purdue,1116,Arkansas,1345,1,2,7,5,2,1,205,0.7093023255813954,9,30,1,1,0.705496790042496,0.5693479180335999
2018,R2W2,R1W2,R1W7,2,1345,Purdue,1116,Arkansas,1116,0,2,7,5,2,-1,205,0.2906976744186046,9,30,1,1,0.705496790042496,0.5693479180335999
2018,R4W1,R3W1,R3W2,4,1455,Wichita St,1116,Arkansas,1455,1,4,7,3,3,1,303,0.6486486486486487,16,30,1,1,0.6296849635983952,0.5832294821739197
2018,R4W1,R3W1,R3W2,4,1455,Wichita St,1116,Arkansas,1116,0,4,7,3,3,-1,303,0.3513513513513513,16,30,1,1,0.6296849635983952,0.5832294821739197
2018,R4W1,R3W1,R3W2,4,1452,West Virginia,1116,Arkansas,1452,1,5,7,2,3,1,302,0.5416666666666666,27,30,1,1,0.5802035885018186,0.5306183695793152
2018,R4W1,R3W1,R3W2,4,1452,West Virginia,1116,Arkansas,1116,0,5,7,2,3,-1,302,0.45833333333333337,27,30,1,1,0.5802035885018186,0.5306183695793152
2018,R4W1,R3W1,R3W2,4,1439,Virginia Tech,1116,Arkansas,1439,1,8,7,1,3,-1,301,0.4191176470588235,61,30,1,1,0.42483789864314436,0.24162104725837708
2018,R4W1,R3W1,R3W2,4,1439,Virginia Tech,1116,Arkansas,1116,0,8,7,1,3,1,301,0.5808823529411765,61,30,1,1,0.42483789864314436,0.24162104725837708
2018,R4W1,R3W1,R3W2,4,1347,Radford,1116,Arkansas,1347,1,16,7,9,3,-1,309,0.13636363636363635,128,30,1,1,0.13464213630500912,0.10287712514400482
2018,R4W1,R3W1,R3W2,4,1347,Radford,1116,Arkansas,1116,0,16,7,9,3,1,309,0.8636363636363636,128,30,1,1,0.13464213630500912,0.10287712514400482
2018,R2W2,R1W2,R1W7,2,1168,CS Fullerton,1116,Arkansas,1168,1,15,7,8,2,-1,208,0.2543103448275862,131,30,1,1,0.15183923578310443,0.05974248796701431
2018,R2W2,R1W2,R1W7,2,1168,CS Fullerton,1116,Arkansas,1116,0,15,7,8,2,1,208,0.7456896551724138,131,30,1,1,0.15183923578310443,0.05974248796701431
2018,R4W1,R3W1,R3W2,4,1267,Marshall,1116,Arkansas,1267,1,13,7,6,3,-1,306,0.33333333333333337,87,30,1,1,0.23139010028547555,0.15758974850177765
2018,R4W1,R3W1,R3W2,4,1267,Marshall,1116,Arkansas,1116,0,13,7,6,3,1,306,0.6666666666666666,87,30,1,1,0.23139010028547555,0.15758974850177765
2018,R4W1,R3W1,R3W2,4,1104,Alabama,1116,Arkansas,1104,1,9,7,2,3,-1,302,0.45833333333333337,42,30,1,1,0.40934621418637157,0.44808661937713623
2018,R4W1,R3W1,R3W2,4,1104,Alabama,1116,Arkansas,1116,0,9,7,2,3,1,302,0.5416666666666666,42,30,1,1,0.40934621418637157,0.44808661937713623
2018,R4W1,R3W1,R3W2,4,1293,Murray St,1116,Arkansas,1293,1,12,7,5,3,-1,305,0.2222222222222222,48,30,1,1,0.297494156764756,0.3943728804588318
2018,R4W1,R3W1,R3W2,4,1293,Murray St,1116,Arkansas,1116,0,12,7,5,3,1,305,0.7777777777777778,48,30,1,1,0.297494156764756,0.3943728804588318
2018,R4W1,R3W1,R3W2,4,1437,Villanova,1139,Butler,1437,1,1,10,9,3,1,309,0.8636363636363636,2,41,1,1,0.8289556033555213,0.8499095439910889
2018,R4W1,R3W1,R3W2,4,1437,Villanova,1139,Butler,1139,0,1,10,9,3,-1,309,0.13636363636363635,2,41,1,1,0.8289556033555213,0.8499095439910889
2018,R2W2,R1W2,R1W7,2,1345,Purdue,1139,Butler,1345,1,2,10,8,2,1,208,0.7456896551724138,9,41,1,1,0.8006121466527752,0.6900147795677185
2018,R2W2,R1W2,R1W7,2,1345,Purdue,1139,Butler,1139,0,2,10,8,2,-1,208,0.2543103448275862,9,41,1,1,0.8006121466527752,0.6900147795677185
2018,R4W1,R3W1,R3W2,4,1455,Wichita St,1139,Butler,1455,1,4,10,6,3,1,306,0.6666666666666666,16,41,1,1,0.7402710668847505,0.6091721057891846
2018,R4W1,R3W1,R3W2,4,1455,Wichita St,1139,Butler,1139,0,4,10,6,3,-1,306,0.33333333333333337,16,41,1,1,0.7402710668847505,0.6091721057891846
2018,R4W1,R3W1,R3W2,4,1452,West Virginia,1139,Butler,1452,1,5,10,5,3,1,305,0.7777777777777778,27,41,1,1,0.6984908167867252,0.5661904811859131
2018,R4W1,R3W1,R3W2,4,1452,West Virginia,1139,Butler,1139,0,5,10,5,3,-1,305,0.2222222222222222,27,41,1,1,0.6984908167867252,0.5661904811859131
2018,R1W7,W07,W10,1,1116,Arkansas,1139,Butler,1116,1,7,10,3,1,1,103,0.6176470588235294,30,41,1,1,0.626331878474411,0.5399292707443237
2018,R1W7,W07,W10,1,1116,Arkansas,1139,Butler,1139,0,7,10,3,1,-1,103,0.38235294117647056,30,41,1,1,0.626331878474411,0.5399292707443237
2018,R4W1,R3W1,R3W2,4,1439,Virginia Tech,1139,Butler,1439,1,8,10,2,3,1,302,0.5416666666666666,61,41,1,1,0.5531900123934075,0.26105985045433044
2018,R4W1,R3W1,R3W2,4,1439,Virginia Tech,1139,Butler,1139,0,8,10,2,3,-1,302,0.45833333333333337,61,41,1,1,0.5531900123934075,0.26105985045433044
2018,R4W1,R3W1,R3W2,4,1347,Radford,1139,Butler,1347,1,16,10,6,3,-1,306,0.33333333333333337,128,41,1,1,0.20685132988650132,0.104962058365345
2018,R4W1,R3W1,R3W2,4,1347,Radford,1139,Butler,1139,0,16,10,6,3,1,306,0.6666666666666666,128,41,1,1,0.20685132988650132,0.104962058365345
2018,R2W2,R1W2,R1W7,2,1168,CS Fullerton,1139,Butler,1168,1,15,10,5,2,-1,205,0.2906976744186046,131,41,1,1,0.23081135202647063,0.06101267412304878
2018,R2W2,R1W2,R1W7,2,1168,CS Fullerton,1139,Butler,1139,0,15,10,5,2,1,205,0.7093023255813954,131,41,1,1,0.23081135202647063,0.06101267412304878
2018,R4W1,R3W1,R3W2,4,1267,Marshall,1139,Butler,1267,1,13,10,3,3,-1,303,0.3513513513513513,87,41,1,1,0.3353766710548243,0.16167660057544708
2018,R4W1,R3W1,R3W2,4,1267,Marshall,1139,Butler,1139,0,13,10,3,3,1,303,0.6486486486486487,87,41,1,1,0.3353766710548243,0.16167660057544708
2018,R4W1,R3W1,R3W2,4,1104,Alabama,1139,Butler,1104,1,9,10,1,3,1,301,0.5808823529411765,42,41,1,1,0.537390967349048,0.4838290512561798
2018,R4W1,R3W1,R3W2,4,1104,Alabama,1139,Butler,1139,0,9,10,1,3,-1,301,0.4191176470588235,42,41,1,1,0.537390967349048,0.4838290512561798
2018,R4W1,R3W1,R3W2,4,1293,Murray St,1139,Butler,1293,1,12,10,2,3,-1,302,0.45833333333333337,48,41,1,1,0.41514240720457624,0.40790608525276184
2018,R4W1,R3W1,R3W2,4,1293,Murray St,1139,Butler,1139,0,12,10,2,3,1,302,0.5416666666666666,48,41,1,1,0.41514240720457624,0.40790608525276184
2018,R4W1,R3W1,R3W2,4,1437,Villanova,1403,Texas Tech,1437,1,1,3,2,3,1,302,0.5416666666666666,2,23,1,1,0.6010227279351542,0.713046669960022
2018,R4W1,R3W1,R3W2,4,1437,Villanova,1403,Texas Tech,1403,0,1,3,2,3,-1,302,0.45833333333333337,2,23,1,1,0.6010227279351542,0.713046669960022
2018,R3W2,R2W2,R2W3,3,1345,Purdue,1403,Texas Tech,1345,1,2,3,1,3,1,301,0.5808823529411765,9,23,1,1,0.5551767525138105,0.5070176720619202
2018,R3W2,R2W2,R2W3,3,1345,Purdue,1403,Texas Tech,1403,0,2,3,1,3,-1,301,0.4191176470588235,9,23,1,1,0.5551767525138105,0.5070176720619202
2018,R4W1,R3W1,R3W2,4,1455,Wichita St,1403,Texas Tech,1455,1,4,3,1,3,-1,301,0.4191176470588235,16,23,1,1,0.46975266754393097,0.43915000557899475
2018,R4W1,R3W1,R3W2,4,1455,Wichita St,1403,Texas Tech,1403,0,4,3,1,3,1,301,0.5808823529411765,16,23,1,1,0.46975266754393097,0.43915000557899475
2018,R4W1,R3W1,R3W2,4,1452,West Virginia,1403,Texas Tech,1452,1,5,3,2,3,-1,302,0.45833333333333337,27,23,1,1,0.4186315382673966,0.3727604150772095
2018,R4W1,R3W1,R3W2,4,1452,West Virginia,1403,Texas Tech,1403,0,5,3,2,3,1,302,0.5416666666666666,27,23,1,1,0.4186315382673966,0.3727604150772095
2018,R3W2,R2W2,R2W3,3,1116,Arkansas,1403,Texas Tech,1116,1,7,3,4,3,-1,304,0.2931034482758621,30,23,1,1,0.34253835538190713,0.3650287091732025
2018,R3W2,R2W2,R2W3,3,1116,Arkansas,1403,Texas Tech,1403,0,7,3,4,3,1,304,0.7068965517241379,30,23,1,1,0.34253835538190713,0.3650287091732025
2018,R4W1,R3W1,R3W2,4,1439,Virginia Tech,1403,Texas Tech,1439,1,8,3,5,3,-1,305,0.2222222222222222,61,23,1,1,0.2778910244961814,0.1899588406085968
2018,R4W1,R3W1,R3W2,4,1439,Virginia Tech,1403,Texas Tech,1403,0,8,3,5,3,1,305,0.7777777777777778,61,23,1,1,0.2778910244961814,0.1899588406085968
2018,R4W1,R3W1,R3W2,4,1347,Radford,1403,Texas Tech,1347,1,16,3,13,3,-1,313,0.5,128,23,1,1,0.074984746881142,0.07650338858366013
2018,R4W1,R3W1,R3W2,4,1347,Radford,1403,Texas Tech,1403,0,16,3,13,3,1,313,0.5,128,23,1,1,0.074984746881142,0.07650338858366013
2018,R3W2,R2W2,R2W3,3,1168,CS Fullerton,1403,Texas Tech,1168,1,15,3,12,3,-1,312,0.5,131,23,1,1,0.0853133432286759,0.043885864317417145
2018,R3W2,R2W2,R2W3,3,1168,CS Fullerton,1403,Texas Tech,1403,0,15,3,12,3,1,312,0.5,131,23,1,1,0.0853133432286759,0.043885864317417145
2018,R4W1,R3W1,R3W2,4,1267,Marshall,1403,Texas Tech,1267,1,13,3,10,3,-1,310,0.5,87,23,1,1,0.13558182529503449,0.13762444257736206
2018,R4W1,R3W1,R3W2,4,1267,Marshall,1403,Texas Tech,1403,0,13,3,10,3,1,310,0.5,87,23,1,1,0.13558182529503449,0.13762444257736206
2018,R4W1,R3W1,R3W2,4,1104,Alabama,1403,Texas Tech,1104,1,9,3,6,3,-1,306,0.33333333333333337,42,23,1,1,0.26528624983461757,0.379020094871521
2018,R4W1,R3W1,R3W2,4,1104,Alabama,1403,Texas Tech,1403,0,9,3,6,3,1,306,0.6666666666666666,42,23,1,1,0.26528624983461757,0.379020094871521
2018,R3W2,R2W2,R2W3,3,1139,Butler,1403,Texas Tech,1139,1,10,3,7,3,-1,307,0.3529411764705882,41,23,1,1,0.23712348288204033,0.3762020170688629
